source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,The+Star+Best+Packers+And+Movers+Vijayawada,The Star Best Packers And Movers Vijayawada,Jewellery,Retail,"Transportation service ·  · Kaleswari Complex, 55-1-29, Sai Hotel Center, 2nd Cross, Auto Nagar 100 Feet Rd",,,4.9,115,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Swapna+1gram+gold,Swapna 1gram gold,Jewellery,Retail,"Vijayawada, Andhra Pradesh",096763 13986,,5.0,1,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Deepak+Diamonds,Deepak Diamonds,Jewellery,Retail,"Jewelry store · #59-13-33,2nd Floor,Upstairs Swarnandra Creations,1st Lane, Gayatri Nagar Main Rd",,,5.0,4,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Sri+Sai+Jewellery%27S,Sri Sai Jewellery'S,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Latha+hand+made+jewellery,Latha hand made jewellery,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Sweet+Way,Sweet Way,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,4.5,2450,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,"Evergreens+Group+%7C+Open+%26+Villa+Plots+In+Vijayawada,+Machilipatnam,+Guntur","Evergreens Group | Open & Villa Plots In Vijayawada, Machilipatnam, Guntur",Jewellery,Retail,"Real Estate Builders & Construction Company ·  · No.59/A-21/5-25, Gokaley House D, 2nd floor, Guru Nanak Colony Road",,,4.6,47,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,SRI+KANAKA+DURGA+JEWELLERYS,SRI KANAKA DURGA JEWELLERYS,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,5,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Sri+Harsha+Jewellry+Works,Sri Harsha Jewellry Works,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,3.8,8,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Sreshta+Dry+fruits+%7C+Sweets+%7C+millets+%7C+cold+pressed+oils+%7C+fancy+items+%7C+Imitation+Jewellery,Sreshta Dry fruits | Sweets | millets | cold pressed oils | fancy items | Imitation Jewellery,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,12,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Good+simth,Good simth,Jewellery,Retail,Goldsmith · Panchayathi road,,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
