source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,ChIJGSE9JTtrPDoRExM-3ViMa0A,MN Jewellers,Jewellery,Retail,"Ragolu - Palakonda Rd, Srikakulam, Ragolu, Andhra Pradesh 532484, India",094933 41146,,5,9,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJGXkkLAAVPDoRRXCzpIrlmT8,A N R gold shop,Jewellery,Retail,"11-50, Market Area, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",,,None,0,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJW14NRsF3PDoRAPrK5PrNk7U,Shubham Silver Palace & Jewellery - Rajam,Jewellery,Retail,"Srikakulam Road, opp. Gorentla Nursing Home, beside Dr. Hanumanthu Rao Hospital, Sai Krishna Nagar, Saradhi, Andhra Pradesh 532127, India",096528 00481,,4.9,34,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJgwqGCTtqPDoRusIb8lKoabg,Sri Bhavani Jewellers,Jewellery,Retail,"Opp. Rama Mandar Main Road, Amadalavalasa, Srikakulam, Amadalavalasa, Andhra Pradesh 532184, India",099857 46298,,5,10,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ9Rrb_WsHPToRg4hW3tPfFck,GNV JEWELLERS,Jewellery,Retail,"BRANCH OFFICE: SY no. 219/20, PMR complex, KT Rd (Kasibugga-Tharlakota Road), Kasibugga, Shivaji Nagar, Palasa, Andhra Pradesh 532222, India",079979 92636,,4.9,3273,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ1RNIvAFrPDoRRXGiIHORDEk,Charita Bangles store,Jewellery,Retail,"8VMP+F8F, Gopi Nagar, Thotada, Andhra Pradesh 532484, India",,,4.8,12,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJoaMmRhsVPDoRV3eOoqtu_Uw,Sri Lakshmi Ganapathi Ladies Corner,Jewellery,Retail,"Chinna Bazar Street, GT Rd, near Nehru Road, Dhavala Colony, Ranasthali, New Colony, Srikakulam, Andhra Pradesh 532001, India",080740 70700,,4.2,6,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJN1t0UcYOPDoRGuNh71sk23k,Balaji jewellers,Jewellery,Retail,"balaji jewellery, 1-24, Ravada Rd, beside old police station, Garikipalem, Andhra Pradesh 532407, India",083320 30250,,5,3,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJM763wEYVPDoRR78Xf2NIqx8,Augmont Gold | Gold For All,Jewellery,Retail,"1st Floor, Rama Laxmana Rd, opp. Indian Oil Petrol, Illisipuram, Meher Nager, Srikakulam, Andhra Pradesh 532001, India",086398 84891,,None,0,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJgdzAGAAVPDoRdi_BSg9Lib8,Sri Kamakshi Ladies World,Jewellery,Retail,"Seven Rd Jct, Seven Rd Junction Area, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",,,None,0,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
